customer_id,city,contract,monthly_charge,total_revenue,tenure_months,internet_type
2874-YXVVA,Herlong,Month-to-Month,105.1,3730.68,34,Fiber Optic
4826-TZEVA,O Neals,Month-to-Month,74.8,3714.5,40,Fiber Optic
5651-YLPRD,Danville,Month-to-Month,86.1,3706.87,32,Fiber Optic
7682-AZNDK,Williams,Month-to-Month,89.85,3701.06,34,Fiber Optic
0708-SJDIS,West Hollywood,Month-to-Month,65.0,3697.02,34,Cable
5153-RTHKF,Palm Springs,Month-to-Month,85.35,3696.96,34,Fiber Optic
2974-GGUXS,Granite Bay,Month-to-Month,91.95,3690.81,36,Fiber Optic
9003-CPATH,Carson,Month-to-Month,79.9,3687.25,42,Fiber Optic
4811-JBUVU,Sherman Oaks,Month-to-Month,89.9,3682.25,30,Fiber Optic
1104-TNLZA,Klamath River,Month-to-Month,105.8,3679.8,28,Fiber Optic
5119-KEPFY,San Jose,Month-to-Month,95.0,3655.89,36,Fiber Optic
5325-UWTWJ,Berkeley,Month-to-Month,90.55,3624.77,31,Fiber Optic
6635-CPNUN,Moreno Valley,Month-to-Month,96.6,3624.31,28,Fiber Optic
7147-AYBAA,Berkeley,Month-to-Month,70.35,3619.98,37,Fiber Optic
9921-EZKBY,Fallbrook,Month-to-Month,95.3,3617.03,33,Fiber Optic
9777-WJJPR,Sacramento,Month-to-Month,88.65,3606.07,31,Fiber Optic
5294-DMSFH,Torrance,Month-to-Month,87.8,3596.73,29,Fiber Optic
8847-GEOOQ,Fontana,Month-to-Month,60.2,3582.4,60,DSL
3896-RCYYE,Atwater,Month-to-Month,53.4,3579.15,67,DSL
8819-IMISP,Redlands,Month-to-Month,80.45,3578.27,31,Fiber Optic
2985-JUUBZ,Dulzura,Month-to-Month,74.55,3570.15,40,DSL
8495-PRWFH,Waterford,Month-to-Month,55.65,3555.75,42,Cable
0289-IVARM,Parlier,Month-to-Month,60.55,3550.95,35,DSL
3597-MVHJT,Brawley,Month-to-Month,95.6,3544.84,27,Fiber Optic
2495-KZNFB,La Mesa,Month-to-Month,90.65,3542.68,33,Fiber Optic
8878-RYUKI,Long Beach,Month-to-Month,59.45,3530.94,52,DSL
2669-QVCRG,Forest Ranch,Month-to-Month,81.3,3511.68,41,Fiber Optic
4504-YOULA,Wilton,Month-to-Month,59.45,3505.75,35,DSL
8404-FYDIB,Los Angeles,Month-to-Month,86.65,3505.37,26,Fiber Optic
6559-PDZLR,Desert Center,Month-to-Month,98.65,3499.0,26,Fiber Optic
9445-ZUEQE,Buena Park,Month-to-Month,85.2,3482.19,27,Fiber Optic
7691-KGKGP,Aliso Viejo,Month-to-Month,65.0,3475.63,53,DSL
4636-JGAAI,San Jose,Month-to-Month,88.85,3475.23,34,Fiber Optic
9115-YQHGA,Lemoore,Month-to-Month,51.1,3472.5,40,DSL
5898-IGSLP,Mountain View,Month-to-Month,89.3,3466.56,31,Fiber Optic
8313-NDOIA,Green Valley Lake,Month-to-Month,104.15,3465.61,24,Fiber Optic
5236-XMZJY,Los Angeles,Month-to-Month,59.65,3463.91,42,Cable
6368-NWMCE,Merced,Month-to-Month,68.15,3461.52,38,DSL
1482-OXZSY,Freedom,Month-to-Month,100.4,3454.05,30,Fiber Optic
1818-ESQMW,San Joaquin,Month-to-Month,89.2,3453.34,27,Fiber Optic
5393-HJZSM,San Francisco,Month-to-Month,76.3,3441.91,32,Cable
1810-MVMAI,San Jose,Month-to-Month,67.6,3441.4,30,Cable
2887-JPYLU,Stinson Beach,Month-to-Month,45.2,3438.44,41,DSL
0699-NDKJM,Westlake Village,Month-to-Month,58.75,3437.45,57,Cable
9518-IMLHK,Sacramento,Month-to-Month,72.45,3434.38,31,DSL
6080-TCMYC,Rosemead,Month-to-Month,81.2,3433.1,40,Fiber Optic
8486-AYEQH,Guatay,Month-to-Month,76.05,3429.98,31,Fiber Optic
2371-JQHZZ,Bakersfield,Month-to-Month,93.0,3413.89,24,Fiber Optic
2105-PHWON,Navarro,Month-to-Month,95.0,3409.37,33,Fiber Optic
2672-TGEFF,Traver,Month-to-Month,88.8,3380.51,37,Fiber Optic
2824-MYYBN,Bakersfield,Month-to-Month,95.25,3373.35,37,Fiber Optic
2455-USLMV,Redlands,Month-to-Month,84.75,3363.91,31,Fiber Optic
8751-EDEKA,Rancho Santa Fe,Month-to-Month,89.9,3360.02,28,Fiber Optic
5061-PBXFW,San Jose,Month-to-Month,61.4,3357.77,32,DSL
3466-RITXD,Twin Bridges,Month-to-Month,92.4,3327.14,26,Fiber Optic
0215-BQKGS,Garden Grove,Month-to-Month,84.3,3310.5,30,Fiber Optic
9793-WECQC,Foresthill,Month-to-Month,-1.0,3301.73,23,Fiber Optic
9500-LTVBP,Rancho Palos Verdes,Month-to-Month,80.05,3295.8,35,Fiber Optic
5201-USSQZ,Monte Rio,Month-to-Month,85.9,3295.21,26,Fiber Optic
3038-PQIUY,Dulzura,Month-to-Month,66.15,3287.72,38,DSL
5995-SNNEW,Whittier,Month-to-Month,104.45,3284.68,23,Fiber Optic
9927-DSWDF,Palos Verdes Peninsula,Month-to-Month,104.6,3273.07,22,Fiber Optic
7714-YXSMB,Irvine,Month-to-Month,100.5,3267.11,26,Fiber Optic
9362-MWODR,San Mateo,Month-to-Month,64.1,3265.55,40,DSL
4993-JCRGJ,Holtville,Month-to-Month,84.3,3261.54,26,Fiber Optic
3370-GQEAL,Indio,Month-to-Month,85.45,3258.42,30,Fiber Optic
5846-QFDFI,Pine Valley,Month-to-Month,88.6,3252.03,33,Fiber Optic
0187-WZNAB,Del Rey,Month-to-Month,74.4,3232.17,27,Fiber Optic
6322-HRPFA,Los Angeles,Month-to-Month,59.6,3229.51,49,Cable
3003-CMDUU,Santa Paula,Month-to-Month,95.15,3220.95,25,Fiber Optic
4391-LNRXK,Port Costa,Month-to-Month,94.95,3200.34,22,Fiber Optic
1730-VFMWO,Petaluma,Month-to-Month,50.2,3198.08,34,DSL
3164-YAXFY,Coulterville,Month-to-Month,53.75,3196.0,57,DSL
5226-NOZFC,Modesto,Month-to-Month,85.75,3195.6,26,Fiber Optic
3956-MGXOG,Modesto,Month-to-Month,80.6,3192.47,28,Fiber Optic
2240-HSJQD,La Mesa,Month-to-Month,81.85,3189.96,38,Fiber Optic
6481-ESCNL,Clayton,Month-to-Month,100.55,3188.18,29,Fiber Optic
2208-NQBCT,San Jose,Month-to-Month,81.95,3186.75,26,Fiber Optic
5482-VXSXJ,Tehama,Month-to-Month,93.2,3180.3,22,Fiber Optic
3450-WXOAT,Bakersfield,Month-to-Month,45.2,3175.13,46,Cable
7587-AOVVU,Arcata,Month-to-Month,100.75,3173.44,27,Fiber Optic
5382-TEMLV,Lindsay,Month-to-Month,50.9,3171.1,45,DSL
9360-OMDZZ,Herald,Month-to-Month,94.1,3162.93,24,Fiber Optic
6538-POCHL,Mountain Center,Month-to-Month,79.0,3158.59,33,Fiber Optic
4422-QVIJA,Los Angeles,Month-to-Month,50.15,3144.05,35,DSL
9058-MJLZC,Yuba City,Month-to-Month,94.6,3136.59,24,Fiber Optic
2523-EWWZL,Blythe,Month-to-Month,76.1,3134.35,27,Fiber Optic
8728-SKJLR,Olancha,Month-to-Month,74.25,3133.38,41,Fiber Optic
0581-MDMPW,San Jose,Month-to-Month,88.95,3130.91,24,Fiber Optic
0257-KXZGU,Santa Clara,Month-to-Month,62.45,3110.51,32,DSL
3192-LNKRK,San Joaquin,Month-to-Month,84.05,3102.05,34,Fiber Optic
6752-APNJL,Woodlake,Month-to-Month,54.5,3096.21,42,DSL
8756-RDDLT,San Leandro,Month-to-Month,44.95,3085.35,68,Cable
2616-UUTFK,Bakersfield,Month-to-Month,72.75,3078.08,33,DSL
0118-JPNOY,Le Grand,Month-to-Month,85.8,3070.89,26,Fiber Optic
8149-AIQCG,Redondo Beach,Month-to-Month,73.15,3069.76,39,Fiber Optic
3999-WRNGR,Soda Springs,Month-to-Month,49.75,3069.45,60,Cable
7241-AJHFS,Escondido,Month-to-Month,87.65,3066.93,32,Fiber Optic
1518-OMDIK,Rohnert Park,Month-to-Month,44.55,3062.77,33,DSL
5022-KVDQT,Woodland Hills,Month-to-Month,81.3,3061.64,27,Fiber Optic
4795-WRNVT,Pomona,Month-to-Month,65.1,3048.4,40,DSL
2129-ALKBS,Needles,Month-to-Month,26.2,3046.3,40,
5151-HQRDG,Placerville,Month-to-Month,55.05,3044.92,37,DSL
9931-KGHOA,Santa Barbara,Month-to-Month,55.0,3042.86,46,DSL
7392-YYPYJ,Santa Ana,Month-to-Month,100.65,3036.18,22,Fiber Optic
0410-IPFTY,Long Beach,Month-to-Month,83.85,3035.71,31,Fiber Optic
